ID,Section,Title,Abstract,Byline,Item_type,Source,Published_date,Material_type_facet,Counter
5692,At Home,What to Do This Weekend,It’s a TV bumper crop.,BY MELISSA KIRSCH,Article,New York Times,2022-01-02,News,1
5693,Briefing,"Omicron, Russia, Meat Loaf: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.,BY REMY TUMIN,Article,New York Times,2022-01-02,briefing,1
5694,World,"New Honduran Leader Loses Grip on Congress, Sapping Hope for Change","A split in the party of the president-elect, Xiomara Castro, has left her with little political means to fight corruption and organized crime.",BY ANATOLY KURMANAEV,Article,New York Times,2022-01-02,News,1
5695,U.S.,Supreme Court to Consider Limits of Ruling for Native Americans in Oklahoma,But the justices rejected a request from state officials to revisit a 2020 ruling that much of eastern Oklahoma falls within an Indian reservation.,BY ADAM LIPTAK,Article,New York Times,2022-01-02,News,1
5696,Podcasts,When Rules Aren’t Just Rules,What the Djokovic affair reveals about global border policing.,BY LAUREN JACKSON,Article,New York Times,2022-01-02,News,1
5697,World,"Thich Nhat Hanh, Monk, Zen Master and Activist, Dies at 95","A monk with global influence and an ally of Martin Luther King, he championed what he called “engaged Buddhism,” applying its principles in pressing for peace.",BY SETH MYDANS,Article,New York Times,2022-01-02,Obituary (Obit),1
5698,Sports,"For Nadal and His Contemporaries, It Is About Winning, and Quickly","Dropping only one set in the first week of the Australian Open gave the 20-time Grand Slam champion, at age 35, energy for later in the tournament. Aging tennis stars, take note.",BY MATTHEW FUTTERMAN,Article,New York Times,2022-01-02,News,1
5699,New York,"Igor Fruman, Former Giuliani Associate, Is Sentenced to One Year in Prison","Mr. Fruman was at the center of a campaign to damage then-President Donald J. Trump’s rivals, but was brought down by campaign finance charges.",BY COLIN MOYNIHAN,Article,New York Times,2022-01-02,News,1
5700,Business,The Biden administration suspends 44 flights in tit-for-tat with China over passengers with coronavirus.,"The retaliatory move came after the Chinese government canceled American, Delta and United flights to China after some passengers tested positive for the coronavirus.",BY NIRAJ CHOKSHI,Article,New York Times,2022-01-02,News,1
5701,Technology,Google asks court to dismiss Texas antitrust case.,The effort is the first time the tech giant has tried to get a government case against it tossed out.,BY DAVID MCCABE,Article,New York Times,2022-01-02,News,1
5702,Style,Love Letter: An Emotionally Absent Mother of the Bride,And: A couple overcomes loss together.,BY CHARANNA ALEXANDER,Article,New York Times,2022-01-02,News,1
5703,Arts,"A Knockout Country-Rap Crossover, and 13 More New Songs","Hear tracks by Nilüfer Yanya, Gayle, John Mellencamp and others.","BY JON PARELES, JON CARAMANICA, ISABELIA HERRERA AND GIOVANNI RUSSONELLO",Article,New York Times,2022-01-02,News,1
5704,Style,So You Think You’re a Covid Expert (but Are You?),How long should you isolate? What tests are the most reliable? Do vaccine cocktails work? Some people have turned into amateur scientists as they look for answers.,BY ALYSON KRUEGER,Article,New York Times,2022-01-02,News,1
5705,Theater,A Reimagined ‘Long Day’s Journey Into Night’ for the Covid Era,"Robert O’Hara directs a trimmed-down revival of Eugene O’Neill’s classic, with a colorblind cast and a weary eye on the pandemic and the opioid crisis.",BY JUAN A. RAMÍREZ,Article,New York Times,2022-01-02,News,1
5706,Books,"Ann Arensberg, Insightful Novelist of Mysteries and Manners, Dies at 84","Her debut novel, “Sister Wolf,” won a 1981 National Book Award. Her later books explored the Manhattan theater scene and the New England occult.",BY CLAY RISEN,Article,New York Times,2022-01-02,Obituary (Obit),1
5707,Sports,They Tried to Tackle Derrick Henry in High School. It Didn’t Go Well.,"Henry, who will rejoin the Tennessee Titans’ lineup for a playoff game on Saturday, left a lasting impression — and some other indelible marks — on his high school opponents. Here’s what they remember.",BY BEN SHPIGEL,Article,New York Times,2022-01-02,News,1
5708,U.S.,Texas Man Charged With Threatening to Kill Georgia Election Officials,A man accused of using Craigslist to call for the assassination of election officials is the first to be charged by the Justice Department’s task force on election threats.,BY REID J. EPSTEIN,Article,New York Times,2022-01-02,News,1
5709,Food,Lots of Love for This Tomato Soup,Ali Slagle’s recipe is pantry-friendly and rich with garlicky flavor.,BY EMILY WEINSTEIN,Article,New York Times,2022-01-02,News,1
5710,Arts,The Best of Late Night This Week 🌙,"The investigation into the Trump family business gave the late-night hosts plenty to talk about, as did President Biden marking one year in office. Here's what they had to say.",BY TRISH BENDIX,Interactive,New York Times,2022-01-02,Interactive Feature,1
5711,World,ISIS Fighters Attack Syria Prison to Free Fellow Jihadists,The attack on a prison in northeastern Syria and a separate attack in Iraq were reminders of the Islamic State’s persistent threat and the unfinished business of the war against it.,"BY BEN HUBBARD, HWAIDA SAAD AND ASMAA AL-OMAR",Article,New York Times,2022-01-02,News,1
5712,The Upshot,What to Expect in This Wild Housing Market,Is there a chance of a break from soaring prices? Probably not in the short term. Here’s why.,BY EMILY BADGER,Interactive,New York Times,2022-01-02,Interactive Feature,1
5713,U.S.,Anti-Abortion Marchers Gather With an Eye on the Supreme Court,The annual March for Life rally is taking on a celebratory tone this year as participants expect the Supreme Court to overturn Roe v. Wade.,BY KATE ZERNIKE AND MADELEINE NGO,Article,New York Times,2022-01-02,News,1
5714,Arts,"No, We Didn’t Call Him ‘Mr. Loaf.’ (Mostly.)","After the rock singer Meat Loaf died Thursday, one small question — trivial, really — surfaced again. Did The Times really call him “Mr. Loaf” in its pages?",NO RECORD,Interactive,New York Times,2022-01-02,Interactive Feature,1
5715,Business,Workers at an Activision game studio say they are forming a union.,"The Game Workers Alliance represents workers at Raven Software, a studio owned by Activision Blizzard where some employees walked out in early December to protest work conditions.",BY KELLEN BROWNING,Article,New York Times,2022-01-02,News,1
5716,Food,What to Cook This Weekend,Try Ligaya Mishan’s adaptation for a Hawaiian steamed red snapper over somen noodles.,BY SAM SIFTON,Article,New York Times,2022-01-02,Letter,1
5717,World,A W.H.O. panel recommends extending the Pfizer vaccine to children 5 to 11.,"Advisers endorsed the wider use of vaccines for children and boosters for high-risk people, bringing its guidance closer to that of most wealthy nations.",BY CORA ENGELBRECHT,Article,New York Times,2022-01-02,Live Blog Post,1
5718,Arts,"Louie Anderson, Genial Stand-Up Comic and Actor, Dies at 68","He won an Emmy Award for his work on the series “Baskets” and two Daytime Emmys for his animated children’s show, “Life With Louie.”",BY NEIL GENZLINGER,Article,New York Times,2022-01-02,Obituary (Obit),1
5719,World,A Minnesota man is on a ventilator in Texas after a court battle over his treatment.,NO RECORD,BY MARIA CRAMER,Article,New York Times,2022-01-02,Live Blog Post,1
5720,Arts,‘As We See It’ Is Not a Typical Portrayal of Autism,"Most autistic characters have been played onscreen by neurotypical actors. A new series bucks the trend, starring three leads who are on the spectrum.",BY ROBERT ITO,Article,New York Times,2022-01-02,News,1
5721,Health,"Their DNA Hides a Warning, but They Don’t Want to Know What It Says","Some volunteers for biobanks, which collect genetic information to study health across populations, have been surprised to be informed they carry risky mutations.",BY GINA KOLATA,Article,New York Times,2022-01-02,News,1
5722,Arts,Do Men Still Rule Ballet? Let Us Count the Ways.,Elizabeth B. Yntema’s Dance Data Project has been using a steady drumbeat of numbers to push the ballet world to action on gender equality.,BY MARGARET FUHRER,Article,New York Times,2022-01-02,News,1
5723,Arts,A ‘High Priestess of Satanic Art’? This Organist Can Only Laugh.,"For more than a decade, Anna von Hausswolff has been bringing the sound of pipe organs to rock fans. But Roman Catholic extremists have tried to stop her playing shows in churches.",BY ALEX MARSHALL,Article,New York Times,2022-01-02,News,1
5724,Your Money,How I Cut My Family’s Cable and Streaming Bill by $170,"After I realized we were paying more than $400 a month, I knew I had to do something. Here’s what I learned.",BY ANN CARRNS,Article,New York Times,2022-01-02,News,1
5725,Business,How Much Stock Is Too Much in Retirement?,"Stocks and bonds are core investments. Now, Vanguard is suggesting that retirees willing and able to bear the risk may want a stock target of 50 percent.",BY JEFF SOMMER,Article,New York Times,2022-01-02,News,1
5726,Business,TotalEnergies and Chevron prepare to leave a critical gas field in Myanmar.,"Amid deteriorating human rights, an oil giant finds it can no longer make a “sufficiently positive contribution in the country.”",BY STANLEY REED,Article,New York Times,2022-01-02,News,1
5727,U.S.,What a Dry January Means for California’s Drought,Low levels of precipitation in what is usually a rainy month are dashing hopes of reversing the drought in 2022.,BY SOUMYA KARLAMANGLA,Article,New York Times,2022-01-02,briefing,1
5728,Business,‘It’s not a bubble’: The frothy housing market is not expected to settle soon.,NO RECORD,NO RECORD,Article,New York Times,2022-01-02,Live Blog Post,1
5729,Theater,Review: ‘Addressless’ Is on the Streets and in Your Home,This hybrid of theater and game asks us to consider homelessness empathetically but can’t overcome the friction between education and entertainment.,BY ALEXIS SOLOSKI,Article,New York Times,2022-01-02,Review,1
5730,Business,"Catch up: Intel plans new chip plants in Ohio, and JPMorgan’s chief gets a raise.",NO RECORD,NO RECORD,Article,New York Times,2022-01-02,Live Blog Post,1
5731,Briefing,Will Climate Action Happen Now?,More Democrats are focusing on it.,BY DAVID LEONHARDT,Article,New York Times,2022-01-02,briefing,1
5732,World,"Hong Kong’s ‘zero-Covid’ policy hurts its service sector, and other Asia virus news.",NO RECORD,"BY ALEXANDRA STEVENSON, NATASHA FROST, JOHN YOON AND HARI KUMAR",Article,New York Times,2022-01-02,News,1
5733,Podcasts,"Remembering André Leon Talley, and a Mother’s Ultimate Sin: The Week in Narrated Articles","Five articles from around The Times, narrated just for you.",NO RECORD,Article,New York Times,2022-01-02,News,1
5734,Real Estate,What Designers Have Been Doing at Home During the Pandemic,Here’s what it looks like when the professionals take on D.I.Y. projects. (Don’t feel bad if they put yours to shame.),BY JULIE LASKY,Article,New York Times,2022-01-02,News,1
5735,Real Estate,The Designer Version of D.I.Y.,Here’s what it looks like when professionals take on D.I.Y. projects. (Don’t feel bad if they put yours to shame.),NO RECORD,Slideshow,New York Times,2022-01-02,Slideshow,1
5736,Arts,Damien Hirst and the Art of the Deal,"He might be Britain’s richest artist, but with each attempt to monetize his talent, Hirst’s originality as a conceptual sculptor becomes an ever more distant memory.",BY SCOTT REYBURN,Article,New York Times,2022-01-02,News,1
5737,Business,Zero-Covid Policy Shakes Hong Kong’s Economy and Its ‘Soul’,Businesses that held on through several outbreaks are now trembling as the highflying metropolitan hub struggles with supply chain issues and a relentless approach to the pandemic.,BY ALEXANDRA STEVENSON,Article,New York Times,2022-01-02,News,1
5738,World,"China Holds the Line on ‘Zero Covid,’ but Some Wonder for How Long",More people are being caught up in the country’s virus-control dragnet. Some think the no-tolerance policy is unsustainable.,BY AMY QIN AND AMY CHANG CHIEN,Article,New York Times,2022-01-02,News,1
5739,U.S.,"Back to School, but Still Learning Online",Federal stimulus dollars are dedicated to helping students recover from virtual schooling. Many districts are spending some of that money on virtual tutoring.,BY DANA GOLDSTEIN,Article,New York Times,2022-01-02,News,1
5740,Opinion,"What Biden’s Chief of Staff Has Learned, One Year In",Ron Klain reflects on the first year of the administration.,BY ‘THE EZRA KLEIN SHOW’,Article,New York Times,2022-01-02,Op-Ed,1
5741,Opinion,Will Madison Cawthorn Be Brought Down by ‘Insurrection’?,Why a section of the 14th Amendment could offer a challenge to some Republicans running for the House this year. ,BY HARRY LITMAN,Article,New York Times,2022-01-02,Op-Ed,1
5742,The Learning Network,How Do You Overcome Your Fears?,Amanda Gorman describes how she conquered her fears to deliver her stunning poem at last year’s presidential inauguration. What do you do to deal with your doubts?,BY JEREMY ENGLE,Article,New York Times,2022-01-02,News,1
5743,Opinion,The One Regret From My Time Leading Planned Parenthood,"The erosion of reproductive rights is a result of raw, bare-knuckled politics, as a minority exercises its power over a majority.",BY CECILE RICHARDS,Article,New York Times,2022-01-02,Op-Ed,1
5744,en Español,El limbo de ómicron,"Tropiezos y accidentes afortunados con las vacunas ARNm, un dulce paseo por Miami y más para el fin de semana.",BY ELDA CANTÚ,Article,New York Times,2022-01-02,briefing,1
5745,Briefing,"The New York Times News Quiz, January 21, 2022",Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,NO RECORD,Interactive,New York Times,2022-01-02,Interactive Feature,1
5746,Opinion,The Women Who Had Abortions Before Roe v. Wade,We must understand what happened before Roe v. Wade to prepare for an America in which Roe is gone.,BY ILANA PANICH-LINSMAN,Interactive,New York Times,2022-01-02,Interactive Feature,1
5747,World,Here are answers to five key questions about the crisis.,NO RECORD,BY DAVID LEONHARDT,Article,New York Times,2022-01-02,Live Blog Post,1
5748,World,"The U.S. said it would respond in writing to Russia’s demands, as both sides tried to keep tensions in check.",NO RECORD,BY MICHAEL CROWLEY AND ANTON TROIANOVSKI,Article,New York Times,2022-01-02,Live Blog Post,1
5749,Crosswords & Games,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,BY ISAAC ARONOW AND DOUG MENNELLA,Article,New York Times,2022-01-02,News,1
5750,Arts,Late Night Celebrates One Year of President Biden,"“A year ago, Biden pledged to address Covid, the economy, climate change and racial injustice. And good news — after 12 months of tireless effort, we’re all getting three free masks,” Jimmy Fallon said.",BY TRISH BENDIX,Article,New York Times,2022-01-02,News,1
5751,Briefing,Your Friday Briefing,A harsher line from the West on Russia.,BY NATASHA FROST,Article,New York Times,2022-01-02,briefing,1
5752,World,Gunfire Rattles Burkina Faso’s Capital as Soldiers Revolt,"The government denied rumors of a coup, but soldiers who want changes to the campaign against Islamists appear to have taken control of several military bases.",BY DECLAN WALSH,Article,New York Times,2022-01-02,News,1
5753,World,Pakistan says only fully vaccinated people will be allowed in mosques.,NO RECORD,BY ZIA UR-REHMAN,Article,New York Times,2022-01-02,Live Blog Post,1
5754,U.S.,Virtual schooling hurt students. So why is the federal government paying for virtual tutoring?,NO RECORD,BY DANA GOLDSTEIN,Article,New York Times,2022-01-02,Live Blog Post,1
5755,World,"For small U.S. towns, just one coronavirus infection can put governance at risk.",NO RECORD,BY JILL COWAN,Article,New York Times,2022-01-02,Live Blog Post,1
5756,Arts,Can Works Like ‘Don’t Look Up’ Get Us Out of Our Heads?,"In the doomsday smash and Bo Burnham’s pandemic musical “Inside,” themes of climate change, digital distraction and inequality merge and hit home.",BY MAYA SALAM,Article,New York Times,2022-01-02,News,1
5757,World,Cameroon Nightclub Fire Kills at Least 16,"The blaze was caused by explosions from fireworks used in the venue, the government said in a statement reported by news agencies.",BY ISABELLA KWAI,Article,New York Times,2022-01-02,News,1
5758,Business,The Week in Business: A Big Bet on Gaming,"Intel announces plans for a $20 billion chip manufacturing complex in Ohio. With Omicron beginning a retreat, is a “new normal” coming? And the Fed meets, with inflation high on the agenda.",BY SARAH KESSLER,Article,New York Times,2022-01-02,News,1
5759,Sports,Nervous Athletes,Nervous Athletes,NO RECORD,Slideshow,New York Times,2022-01-02,Slideshow,1
5760,Sports,What to Watch in Sunday’s N.F.L. Playoff Games,"The Los Angeles Rams take on the Tampa Bay Buccaneers, and the Buffalo Bills face the Kansas City Chiefs.",BY ALANIS THAMES AND EMMANUEL MORGAN,Article,New York Times,2022-01-02,News,1
5761,World,U.K. Pursues More Muscular Role in Standoff With Russia Over Ukraine,"With a late-night announcement about Russian meddling in Ukraine, the U.K. signaled its intention to be a player in Europe’s security crisis — even as Prime Minister Boris Johnson is besieged by political scandals.",BY MARK LANDLER,Article,New York Times,2022-01-02,News,1
5762,U.S.,"For Many Who Marched, Jan. 6 Was Only the Beginning","To many of those who attended the Trump rally but who never breached the Capitol, that date wasn’t a dark day for the nation. It was a new start.",BY ELIZABETH DIAS AND JACK HEALY,Article,New York Times,2022-01-02,News,1
5763,Today’s Paper,Quotation of the Day: Did the Stimulus Fuel Inflation Rates? A Policy Debate Heats Up.,"Quotation of the Day for Sunday, January 23, 2022.",NO RECORD,Article,New York Times,2022-01-02,Quote,1
5764,Corrections,"Corrections: Jan. 23, 2022","Corrections that appeared in print on Sunday, Jan. 23, 2022.",NO RECORD,Article,New York Times,2022-01-02,News,1
5765,Sports,Two upsets of No. 1 seeds. Two last-play field goals. Lots of wild defensive plays.,NO RECORD,BY KEN BELSON,Article,New York Times,2022-01-02,Live Blog Post,1
5766,Sports,The 49ers complete their upset after the Packers’ special teams flubs.,San Francisco will move on to play either the Los Angeles Rams or the Tampa Bay Buccaneers in the N.F.C. championship game.,BY BEN SHPIGEL,Article,New York Times,2022-01-02,News,1
5767,Sports,A blocked punt immediately gets the 49ers back to even.,NO RECORD,BY KEN BELSON,Article,New York Times,2022-01-02,Live Blog Post,1
5768,World,"With Omicron circulating, New Zealand imposes its toughest restrictions.",NO RECORD,BY NATASHA FROST,Article,New York Times,2022-01-02,Live Blog Post,1
5769,Sports,"The 49ers miss a big opportunity before halftime, then block a field goal attempt.",NO RECORD,BY BEN SHPIGEL,Article,New York Times,2022-01-02,Live Blog Post,1
5770,Sports,The 49ers have -7 yards after a quarter. But they’re only down 7 points.,NO RECORD,BY BEN SHPIGEL,Article,New York Times,2022-01-02,Live Blog Post,1
5771,Sports,Green Bay gets an efficient touchdown to start the scoring.,NO RECORD,BY BEN SHPIGEL,Article,New York Times,2022-01-02,Live Blog Post,1
5772,Sports,"A Titans interception and A.J. Brown’s touchdown catch tie the game, 16-16.",NO RECORD,BY KEN BELSON,Article,New York Times,2022-01-02,Live Blog Post,1
5773,World,A Virginia school district is adding security after a parent was charged with making a threat over mask mandates.,NO RECORD,BY VIMAL PATEL,Article,New York Times,2022-01-02,Live Blog Post,1
5774,World,Covid Outbreak Triggers Lockdown in Hong Kong Housing Complex,"Multiple apartment buildings were locked down and 37,000 people were ordered to undergo testing after more than 100 new cases of the Omicron variant were reported in the complex.",BY AXEL BOADA AND NAILAH MORGAN,Video,New York Times,2022-01-02,Video,1
5775,Sports,Burrow and Tannehill’s sack woes have continued.,NO RECORD,BY KEN BELSON,Article,New York Times,2022-01-02,Live Blog Post,1
5776,Climate,"Lisa Goddard, 55, Dies; Brought Climate Data to Those Who Needed It","She helped show government agencies around the world how to predict upcoming droughts, flooding and other extreme weather events.",BY CLAY RISEN,Article,New York Times,2022-01-02,Obituary (Obit),1
5777,New York,How a Calm Call for Help Led 2 N.Y.P.D. Officers Into a Hail of Gunfire,The latest deadly episode to rattle the city began with a routine domestic disturbance call and ended with one officer dead and another in critical condition.,BY MICHAEL WILSON,Article,New York Times,2022-01-02,News,1
5778,Business,Kohl’s Receives $9 Billion Offer Backed by Activist Investor,"The offer comes as the retailer, like other brick-and-mortar stores, struggles with supply chain problems and competition from online sites.",BY LAUREN HIRSCH,Article,New York Times,2022-01-02,News,1
5779,Sports,Derrick Henry’s return could make all the difference for the Titans.,NO RECORD,BY KEN BELSON,Article,New York Times,2022-01-02,Live Blog Post,1
5780,Arts,How Meat Loaf Made a Cult Favorite: ‘Paradise by the Dashboard Light’,"The eight-and-a-half minute tale of sexual awakening features drums by the E Street Band’s Max Weinberg and vocals from Ellen Foley, who help recount how the unlikely song came together.",BY JEREMY GORDON,Article,New York Times,2022-01-02,News,1
5781,World,Why Boris Johnson May Finally Have Gone Too Far,"Moral hypocrisy, such as lying about parties held during Britain’s lockdown, is the ultimate sin in human society, with a special power to enrage.",BY MAX FISHER,Article,New York Times,2022-01-02,News,1
5782,World,‘Why Was I Born a Girl?’ An Afghan Poem Inspires U.S. Students,A Zoom connection between high schoolers in Afghanistan and San Diego opens a window for mutual support.,BY DAVID ZUCCHINO AND JIM HUYLEBROEK,Article,New York Times,2022-01-02,News,1
5783,Opinion,Tough Decisions About End-of-Life Care,Readers offer personal stories in response to a doctor’s guest essay about advance directives.,NO RECORD,Article,New York Times,2022-01-02,Letter,1
5784,Opinion,Joe Manchin Thinks James Madison Is on His Side. Nope.,Arguments about the filibuster need the right context.,BY JAMELLE BOUIE,Article,New York Times,2022-01-02,Op-Ed,1
5785,World,A shortened ‘Long Day’s Journey Into Night’ for the Covid era.,NO RECORD,BY JUAN A. RAMÍREZ,Article,New York Times,2022-01-02,Live Blog Post,1
5786,Sports,"Down Under, a Tennis Star Cheers for Her Family’s Buffalo Bills","When Buffalo plays Kansas City in their N.F.L. divisional playoff game, Jessica Pegula, whose parents own the Bills, hopes both she and the football team keep winning.",BY CHRISTOPHER CLAREY,Article,New York Times,2022-01-02,News,1
5787,Sports,N.F.L. Receivers Are Showcasing a Throwback Skill: Blocking,The run-pass option and screen-based offenses currently in favor in the N.F.L. rely on receivers who can throw blocks for their teammates.,BY EMMANUEL MORGAN,Article,New York Times,2022-01-02,News,1
5788,Opinion,"Farewell, André the Glorious","He liked dressing in caftans and fur, and dressing me down about my style.",BY MAUREEN DOWD,Article,New York Times,2022-01-02,Op-Ed,1
5789,U.S.,Tennessee Couple Says Adoption Agency Turned Them Away for Being Jewish,Elizabeth and Gabriel Rutan-Ram are plaintiffs in a lawsuit claiming that state funding of a child-placing agency that discriminates based on religion is unconstitutional.,BY CHRISTINE HAUSER,Article,New York Times,2022-01-02,News,1
5790,U.S.,"Omicron Cases Appear to Peak in U.S., but Deaths Continue to Rise","The country is reporting upward of 700,000 new cases a day, fewer than earlier this month, but still far more than in any prior surge.","BY MITCH SMITH, JULIE BOSMAN AND TRACEY TULLY",Article,New York Times,2022-01-02,News,1
5791,The Upshot,"On Abortion Law, the U.S. Is Unusual. Without Roe, It Would Be, Too.","Many rich democracies have earlier cutoffs for abortion — but allow it later for a variety of reasons. And around the world, it has been much more common to expand access than restrict it.",BY CLAIRE CAIN MILLER AND MARGOT SANGER-KATZ,Article,New York Times,2022-01-02,News,1
5792,Science,Bouncing Boulders Point to Quakes on Mars,A preponderance of boulder tracks on the red planet may be evidence of recent seismic activity.,BY KATHERINE KORNEI,Article,New York Times,2022-01-02,News,1
5793,U.S.,Ami Colé Fills a Void In Black Beauty Products,"After toiling in the beauty industry for years, Diarrha N’Diaye-Mbaye decided to create the products she desperately sought but could not find.",BY SANDRA E. GARCIA,Article,New York Times,2022-01-02,News,1
5794,New York,"2021 was a deadly year for police in the U.S., a nonprofit group says.",NO RECORD,BY VIMAL PATEL,Article,New York Times,2022-01-02,Live Blog Post,1
5795,New York,What we know about the man who officials say shot two police officers.,NO RECORD,BY TROY CLOSSON,Article,New York Times,2022-01-02,Live Blog Post,1
5796,New York,The gun that the police say was used highlights a persistent problem.,NO RECORD,BY ED SHANAHAN,Article,New York Times,2022-01-02,Live Blog Post,1
5797,Today’s Paper,Quotation of the Day: Ruling on Free Speech a Victory for Florida Professors,"Quotation of the Day for Saturday, January 22, 2022.",NO RECORD,Article,New York Times,2022-01-02,Quote,1
5798,U.S.,Voices From the March for Life,Protesters at this year’s anti-abortion rally expressed excitement about a coming Supreme Court ruling that could overturn Roe v. Wade.,"BY EMMA COTT, ANG LI AND RAY WHITEHOUSE",Video,New York Times,2022-01-02,Video,1
5799,World,The Fugees are the latest artists to cancel shows over the pandemic.,A tour to recognize the 25th anniversary of a career-defining album will have to wait.,BY ALEXANDRA E. PETRI,Article,New York Times,2022-01-02,News,1
5800,World,The F.D.A. expands its approval of remdesivir to patients who are not hospitalized.,"The treatment must be given via intravenous infusion over three consecutive days, generally at a hospital or clinic.",BY REBECCA ROBBINS,Article,New York Times,2022-01-02,News,1
5801,World,Arizona sues to try to keep U.S. from clawing back relief funds.,NO RECORD,BY ALAN RAPPEPORT,Article,New York Times,2022-01-02,News,1
5802,T Magazine,"In New Orleans, a White Picket Fence That’s Seen Better Days","Having come upon a broken-down partition on a walk, Willie Birch decided to paint what he saw: a fitting metaphor for his city and the country as a whole.",BY ALWA COOPER,Article,New York Times,2022-01-02,News,1
5803,World,"Anatoly Kvashnin, Russian General in a Pivotal Era, Dies at 75",His brutal campaign in Chechnya left a legacy of embittered civilians and vengeful leaders. But he was also part of a warming toward the West after the Soviet Union fell.,BY ALEX TRAUB,Article,New York Times,2022-01-02,Obituary (Obit),1
5804,U.S.,Jan. 6 Panel and State Officials Seek Answers on Fake Trump Electors,Pressure is mounting on the Justice Department to investigate bogus electors who claimed that Donald J. Trump defeated Joseph R. Biden Jr. in their states.,BY LUKE BROADWATER AND ALAN FEUER,Article,New York Times,2022-01-02,News,1
5805,Business,More tech earnings and a fresh outlook on economic growth: The week ahead in business.,NO RECORD,BY CORAL MURPHY MARCOS,Article,New York Times,2022-01-02,Live Blog Post,1
5806,At Home,What to Do This Weekend,It’s a TV bumper crop.,BY MELISSA KIRSCH,Article,New York Times,2022-01-02,News,1
5807,Briefing,"Omicron, Russia, Meat Loaf: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.,BY REMY TUMIN,Article,New York Times,2022-01-02,briefing,1
5808,Podcasts,When Rules Aren’t Just Rules,What the Djokovic affair reveals about global border policing.,BY LAUREN JACKSON,Article,New York Times,2022-01-02,News,1
5809,Arts,Louie Anderson and the Compassion of America’s Eternal Kid,He displayed an empathetic humanity that he shared offstage with his friend Bob Saget. The loss of both comics represents the end of an era.,BY JASON ZINOMAN,Article,New York Times,2022-01-02,News,1
5810,World,Crews Struggle to Clean Up Major Oil Spill Off Coast of Peru,"Repsol, a Spanish oil company, said the spill involving 6,000 barrels of oil happened when a tanker unloading crude at its refinery was rocked by strong waves caused by the volcanic eruption near Tonga.",BY THE ASSOCIATED PRESS AND REUTERS,Video,New York Times,2022-01-02,Video,1
5811,Business,The Markets Tremble as the Fed’s Lifeline Fades,Stocks are off to their worst start of a year since 2016 as the central bank pulls back the enormous stimulus programs it began in the early months of the pandemic.,BY JEFF SOMMER,Article,New York Times,2022-01-02,News,1
5812,World,"Thich Nhat Hanh, Monk, Zen Master and Activist, Dies at 95","A monk with global influence and an ally of Martin Luther King, he championed what he called “engaged Buddhism,” applying its principles in pressing for peace.",BY SETH MYDANS,Article,New York Times,2022-01-02,Obituary (Obit),1
5813,Books,Brian Cox Takes Stock of His Eventful Life on Stage and Screen,"In “Putting the Rabbit in the Hat,” the actor currently thriving as Logan Roy in “Succession” recounts his Scottish upbringing, his years in the theater and his experiences in Hollywood.",BY ALEXANDRA JACOBS,Article,New York Times,2022-01-02,Review,1
5814,Business,The Biden administration suspends 44 flights in tit-for-tat with China over passengers with coronavirus.,"The retaliatory move came after the Chinese government canceled American, Delta and United flights to China after some passengers tested positive for the coronavirus.",BY NIRAJ CHOKSHI,Article,New York Times,2022-01-02,News,1
5815,Opinion,The Long Road to Successful Covid Vaccines,The road to successful vaccines; mask distribution; Starbucks; Build Back Better; Trump’s call to Georgia; leaving the G.O.P.; a football fan’s plea.,NO RECORD,Article,New York Times,2022-01-02,Letter,1
5816,Obituaries,"Overlooked No More: Lee Godie, Eccentric Chicago Street Artist","A self-described Impressionist, she hawked her art on Michigan Avenue in the 1970s and ’80s and lived mostly outdoors. But her work is in museums.",BY JEREMY LYBARGER,Article,New York Times,2022-01-02,Obituary (Obit),1
5817,Books,"Ann Arensberg, Insightful Novelist of Mysteries and Manners, Dies at 84","Her debut novel, “Sister Wolf,” won a 1981 National Book Award. Her later books explored the Manhattan theater scene and the New England occult.",BY CLAY RISEN,Article,New York Times,2022-01-02,Obituary (Obit),1
5818,en Español,La reina de los monos japoneses enfrenta un desafío a su reinado: la temporada de apareamiento,"Por primera vez en los 70 años de una reserva natural en Japón, una hembra macaco, Yakei, se convirtió en la alfa del grupo. Pero un triángulo amoroso podría poner en peligro su permanencia en el poder.",BY ANNIE ROTH,Article,New York Times,2022-01-02,News,1
5819,Arts,The Best of Late Night This Week 🌙,"The investigation into the Trump family business gave the late-night hosts plenty to talk about, as did President Biden marking one year in office. Here's what they had to say.",BY TRISH BENDIX,Interactive,New York Times,2022-01-02,Interactive Feature,1
5820,Climate,No. 2 Climate Diplomat to Leave Post,"Jonathan Pershing, a veteran diplomat, worked to reassert the U.S. role in global negotiations. He said he was optimistic that the world will avert climate catastrophe.",BY LISA FRIEDMAN,Article,New York Times,2022-01-02,News,1
5821,World,"Here’s what Moscow is demanding, and why it wants a written response.",NO RECORD,BY ANTON TROIANOVSKI,Article,New York Times,2022-01-02,Live Blog Post,1
5822,World,"Europe is relieved that a meeting produced little heat, though also little clarity.",NO RECORD,BY STEVEN ERLANGER,Article,New York Times,2022-01-02,Live Blog Post,1
